source,target,type,evidence
Gia Long,Nguyễn Huỳnh Đức,ĐƯỢC_PHỤC_VỤ_BỞI,"Việc tồn tại 2 câu ca dao trái ngược nhau cho thấy lòng dân khi đó khá mâu thuẫn về việc nên ủng hộ bên nào.   === Chiến trận giằng co === Tháng 4 âm lịch năm 1793, Nguyễn Ánh cùng các tướng Võ Duy Ng..."
Gia Long,Tống Phúc Thiêm,ĐỐI_THỦ_CỦA,"Thấy vậy, tướng Tống Phúc Thiêm bèn bày mưu để giết Đỗ Thanh Nhơn."
Gia Long,Nguyễn Quang Thùy,LIÊN_KẾT_TỚI,Nguyễn Quang Thùy dẫn thuyền chiến tới cửa Nhật Lệ thì bị Nguyễn Văn Trương chặn đánh.
Gia Long,Lê Trung,LIÊN_KẾT_TỚI,"Tháng 8 âm lịch năm 1793, Quang Toản sai Ngô Văn Sở, Phạm Công Hưng, Đô đốc Hố và Chưởng cơ Thiêm (Thực lục ghi là Thái úy Nguyễn Văn Hưng, Hộ giá Nguyễn Văn Huấn, Tư lệ Lê Trung, Tư mã Ngô Văn Sở, Đô..."
Gia Long,Nguyễn Phúc Đảm,LÀ_CON_CỦA,"Vốn là con trai cả, Nguyễn Phúc Cảnh, cũng như người con trai thứ hai và thứ ba của Gia Long đều đã mất trước khi ông lên ngôi vua (1802) nên ông phải quyết định chọn người kế lập trong số các con chá..."
Gia Long,Nguyễn Phúc Đảm,KẾ_NHIỆM_CỦA,"Hai tháng sau khi Nguyễn Văn Thành qua đời, hoàng tử Nguyễn Phúc Đảm được lập ngôi Thái tử và sau đó kế vị Gia Long trở thành Minh Mạng, hoàng đế thứ hai của nhà Nguyễn.   ==== Vụ án Đặng Trần Thường ..."
Gia Long,Hồ Chí Minh,ĐỒNG_MINH_VỚI,Việt Nam: Nhà Xuất bản Tổng hợp TP Hồ Chí Minh.   == Liên kết ngoài ==   Tư liệu liên quan tới Gia Long tại Wikimedia Commons Gia Long (emperor of Vietnam) tại Encyclopædia Britannica (bằng tiếng Anh)...
Gia Long,Nguyễn Phúc Dương,ĐỐI_THỦ_CỦA,"Về phần Nguyễn Ánh thời gian này đang đi cùng với Nguyễn Phúc Dương cũng xém bị bắt giết, may được một đứa trẻ con nhà kép hát che giấu nên trốn thoát."
Gia Long,Nguyễn Phúc Dương,TIỀN_NHIỆM_CỦA,"Vũ vương mất năm 1765; trước đó thế tử Nguyễn Phúc Hiệu đã chết, con thế tử là Nguyễn Phúc Dương còn nhỏ, nên Vũ vương có di chiếu truyền ngôi cho Phúc Luân."
Gia Long,Nguyễn Lữ,ĐỐI_THỦ_CỦA,"Phúc Luân bị bắt giam và chết trong ngục; năm đó Nguyễn Ánh mới 4 tuổi.   == Trốn chạy Tây Sơn == Khi Nguyễn Ánh được 9 tuổi (1771), 3 anh em Nguyễn Nhạc, Nguyễn Huệ, Nguyễn Lữ lấy binh ở Tây Sơn chốn..."
Gia Long,Nguyễn Lữ,ĐƯỢC_PHỤC_VỤ_BỞI,"Sau chừng một tháng trốn chạy, khi Nguyễn Huệ và Nguyễn Lữ đã về Quy Nhơn thì Nguyễn Ánh lại trở lại Long Xuyên, tiến lên Sa Đéc với Đỗ Thanh Nhơn và Lê Văn Quân; ông ra hịch cáo quân và thu nhận được..."
Gia Long,Dương Công Trừng,CHỈ_HUY_CỦA,"Cùng năm, người Miên ở Trà Vinh dưới sự chỉ huy của tù trưởng Ốc Nha lợi dụng tình hình nổi lên chống Nguyễn Ánh, ông sai Đỗ Thanh Nhơn và Dương Công Trừng đi đánh dẹp."
Gia Long,Dương Công Trừng,ĐỐI_THỦ_CỦA,"Tướng của Nguyễn Ánh là Nguyễn Phước Mân bị giết chết, Dương Công Trừng bị bắt sống, chỉ riêng Châu Văn Tiếp chạy thoát."
Gia Long,Nguyễn Huy Tự,LIÊN_KẾT_TỚI,"Thời của Gia Long là thời thịnh của thơ văn chữ Nôm với nhiều tác phẩm lớn: Hoa Tiên của Nguyễn Huy Tự, Truyện Kiều của Nguyễn Du; và một bài Văn tế tướng sĩ trận vong không rõ tác giả do Nguyễn Văn T..."
Gia Long,Minh Mạng,KẾ_NHIỆM_CỦA,"Tuy vậy, nhà vua vẫn đề phòng Xiêm La, điều này được thể hiện qua việc ông đã nhiều lần xét đến việc thành lập liên minh với Miến Điện để chống Xiêm (khi này Miến Điện và Xiêm La đang có chiến tranh) ..."
Gia Long,Minh Mạng,PHỐI_NGẪU_VỚI,"Cùng chôn ngay bên cạnh Gia Long trong khu lăng chính là Hoàng hậu Thừa Thiên, về sau bà Hoàng hậu Thuận Thiên được Minh Mạng chôn cất ở lăng Thiên Thọ Hữu, nằm ngay phía bên phải lăng chính."
Gia Long,Nguyễn Phúc Khoát,LÀ_ÔNG_BÀ_CỦA,"Chúa Nguyễn tự đặt chính sách kinh tế, quân sự, tài khóa riêng cho Đàng Trong, dù trên danh nghĩa các chúa Nguyễn vẫn là quan của nhà Lê, hàng năm nộp cống và dùng niên hiệu của vua Lê. Ông nội Nguyễn..."
Gia Long,Nguyễn Phúc Khoát,PHỐI_NGẪU_VỚI,"Nguyễn Ánh sai Nguyễn Kim Phẩm lấy lại Hà Tiên và cho Thái trưởng công chúa là Ngọc Đảo (con gái thứ bảy của chúa Nguyễn Phúc Khoát, gả cho Trương Phước Nhạc là Cai cơ thuyền Nghi Giang) lo việc quân ..."
Gia Long,Thái thượng vương,LÀ_ANH_CHỊ_EM_CỦA,"Giữa năm 1777, Thái thượng vương Nguyễn Phúc Thuần, Tân Chính vương Nguyễn Phúc Dương cùng vài người anh em ruột của Nguyễn Ánh và nhiều người khác trong gia tộc chúa Nguyễn bị Nguyễn Huệ bắt giết hết..."
Gia Long,Nguyễn Phúc Đồng,LÀ_MẸ_CỦA,"Anh: Nguyễn Phúc Đồng (阮福晍 ? - 1777), mẹ là Ý Tĩnh Khang Hoàng hậu, anh cùng mẹ, thụy phong Cung Ý Hải Đông Quận vương (海東恭懿郡王). tảo thương, mẹ là Nguyễn Từ phi."
Gia Long,Nguyễn Phúc Đồng,LÀ_ANH_CHỊ_EM_CỦA,"Trả thù cho những việc Tây Sơn đã làm với bản thân Nguyễn Ánh trước kia: quật lăng mộ của cha ông là Nguyễn Phúc Luân và lấy hài cốt ném xuống sông, các anh em ruột của ông là Nguyễn Phúc Đồng, Nguyễn..."
Gia Long,Phạm Công Hưng,LIÊN_KẾT_TỚI,"Tháng 8 âm lịch năm 1793, Quang Toản sai Ngô Văn Sở, Phạm Công Hưng, Đô đốc Hố và Chưởng cơ Thiêm (Thực lục ghi là Thái úy Nguyễn Văn Hưng, Hộ giá Nguyễn Văn Huấn, Tư lệ Lê Trung, Tư mã Ngô Văn Sở, Đô..."
Gia Long,Hoàng Việt luật lệ,LIÊN_KẾT_TỚI,"Về luật pháp, Gia Long cho soạn bộ luật mới có tên gọi là Hoàng Việt luật lệ (còn được gọi là ""luật Gia Long""), do Tổng trấn Bắc Thành Nguyễn Văn Thành chủ biên bao gồm 22 quyển và 398 điều, bộ luật n..."
Gia Long,Trương Thị Dung,PHỐI_NGẪU_VỚI,"Tổ mẫu: Trương Thị Dung (張氏容 1712 - 1736), về sau truy tôn làm Ôn Thành Hiếu Võ Hoàng hậu (溫誠孝武皇后)."
Gia Long,Hoàng Ngũ Phúc,ĐƯỢC_BỔ_NHIỆM_BỞI,"Thông qua việc điều tra này, Đặng Trần Thường bị phát hiện làm gian Sắc phong thần cho Hoàng Ngũ Phúc, vốn là tướng của chúa Trịnh từng dẫn quân đánh đuổi chúa Nguyễn và chiếm Phú Xuân năm 1775, vào b..."
Gia Long,Hoàng Ngũ Phúc,CHỈ_HUY_CỦA,"Năm ông 13 tuổi (1775), chúa Nguyễn bị quân Lê – Trịnh do Hoàng Ngũ Phúc chỉ huy và quân Tây Sơn đánh kẹp từ hai mặt."
Gia Long,Vũ Tuấn,ĐƯỢC_PHỤC_VỤ_BỞI,"Lương thiếu mà chờ mãi không có viện binh, các quan tướng giữ thành Quy Nhơn của Tây Sơn là Vũ Tuấn, Lê Văn Thanh, Trương Tấn Thúy và Nguyễn Đại Phác cầm hơn 1 vạn quân mở cổng thành đầu hàng."
Gia Long,Lê Văn Quân,ĐỐI_THỦ_CỦA,"Trong tình trạng hiện thời, nếu chúng (Tây Sơn) quả quyết đến tấn công, thì nhà vua khó có thể đương đầu lại được...""    == Chiến tranh thống nhất (1790-1802) ==   === Tây Sơn suy yếu ===  Tháng 4 âm ..."
Gia Long,Lê Văn Quân,ĐƯỢC_PHỤC_VỤ_BỞI,"Sau chừng một tháng trốn chạy, khi Nguyễn Huệ và Nguyễn Lữ đã về Quy Nhơn thì Nguyễn Ánh lại trở lại Long Xuyên, tiến lên Sa Đéc với Đỗ Thanh Nhơn và Lê Văn Quân; ông ra hịch cáo quân và thu nhận được..."
Gia Long,Nguyễn Văn Trương,ĐƯỢC_PHỤC_VỤ_BỞI,"Việc tồn tại 2 câu ca dao trái ngược nhau cho thấy lòng dân khi đó khá mâu thuẫn về việc nên ủng hộ bên nào.   === Chiến trận giằng co === Tháng 4 âm lịch năm 1793, Nguyễn Ánh cùng các tướng Võ Duy Ng..."
Gia Long,Nguyễn Ánh,ĐỐI_THỦ_CỦA,"Về sau, lúc Tây Sơn suy yếu sau cái chết đột ngột của vua Quang Trung vào năm 1792, Nguyễn Ánh bắt đầu tiến đánh nhà Tây Sơn và đến năm 1802 thì đánh bại Tây Sơn, lên ngôi hoàng đế, lập ra nhà Nguyễn,..."
Gia Long,Nguyễn Ánh,PHỐI_NGẪU_VỚI,"Qua được sông, Nguyễn Ánh đi Mỹ Tho và dong thuyền đem theo mẹ và vợ con ra đảo Phú Quốc."
Gia Long,Thái Nguyên,LIÊN_KẾT_TỚI,"Còn 6 ngoại trấn là Tuyên Quang, Hưng Hóa, Cao Bằng, Lạng Sơn, Thái Nguyên, Quảng Yên, thì cứ 10 nam đinh tuyển lấy một lính."
Gia Long,Phan Huy Lê,ĐỐI_THỦ_CỦA,"Kẻ thù của độc lập dân tộc tìm thấy một chỗ dựa, một lực lượng nội ứng ngay bên trong cơ cấu xã hội Tại hội thảo về Chúa Nguyễn và vương triều Nguyễn trong lịch sử Việt Nam tại Thanh Hóa, tháng 10 năm..."
Gia Long,Tôn Nhân phủ,PHỐI_NGẪU_VỚI,"Chaigneau: ""Trị nước thật dễ dàng, không khó nhọc bằng trị chốn nội cung của mình"". Ông gọi các bà vợ là ""những con quỷ cái"", và: ""Nếu làm đúng thì tôi phải trị tội cả bọn, vì không biết rõ trong cả b..."
Minh Mạng,Trần Trọng Kim,ĐỐI_THỦ_CỦA,Bài dụ về tội trạng của Lê Chất như sau:  Nhà sử học Trần Trọng Kim bình luận về việc làm án các công thần đã chết này trong sách Việt Nam sử lược như sau:   === Trấn áp nổi dậy === Thời nhà Nguyễn nó...
Minh Mạng,Nguyễn Phúc Cảnh,LIÊN_KẾT_TỚI,Từ đó hoàng tử Đảm ngày càng tiến bộ.   == Thái tử ==  Con thứ nhất của hoàng đế Gia Long là Hoàng thái tử Nguyễn Phúc Cảnh mất sớm vào năm 1801.
Minh Mạng,Gia Định thành,LIÊN_KẾT_TỚI,"Trong 21 năm trị vì (1820-1841), Minh Mạng ban bố hàng loạt cải cách về hành chính. Ông đổi tên nước Việt Nam thành Đại Nam, lập thêm Nội các và Cơ mật viện, bãi bỏ chức Tổng trấn Bắc thành và Gia Địn..."
Minh Mạng,Phan Rang,ĐỐI_THỦ_CỦA,"Đầu năm 1835, triều đình Minh Mạng tấn công vào đồng bằng Phan Rang, khiến Ja Thak Wa tử trận, khởi nghĩa bị dập tắt."
Minh Mạng,Phan Rang,ĐỒNG_MINH_VỚI,"Tiếp đó là phong trào nổi dậy Ja Thak Wa của Katip Thak Wa, người Chăm Bani tại Phan Rang liên kết với Po War Palei, người Ra Glai nhằm khôi phục lại vương triều Panduranga."
Minh Mạng,Lê Văn Duyệt,LÀ_CON_CỦA,"Năm 1833, Lê Văn Khôi (vốn là con nuôi của Tả quân Lê Văn Duyệt) chiếm thành Phiên An và toàn bộ 6 tỉnh miền Nam, giết Tổng đốc Nguyễn Văn Quế và Bố chính Bạch Xuân Nguyên rồi xưng làm ""Bình Nam Đại N..."
Minh Mạng,Ngô Tất Tố,LIÊN_KẾT_TỚI,"Chú thích: Các năm trong bảng là các năm trị vì của vị vua đó   == Nhận định ==   === Đối nội === Trong bộ Quốc Triều chính biên toát yếu (Cao Xuân Dục chủ biên), sử thần nhà Nguyễn đã ca ngợi vua Min..."
Minh Mạng,Trịnh Hoài Đức,ĐƯỢC_PHỤC_VỤ_BỞI,"Bấy giờ, ở Gia Định có Trịnh Hoài Đức là người có học vấn cao nên được nhà vua tin dùng, phong làm Hiệp Biện Đại học sĩ, Thượng thư Bộ Lại kiêm Thượng thư bộ Binh."
Minh Mạng,Nguyễn Hữu Thận,ĐỐI_THỦ_CỦA,"Thấy vậy, Minh Mạng bèn sai quan Tham biện Thanh Hóa là Nguyễn Công Trứ, quan Tham biện Nghệ An là Nguyễn Đức Nhuận đem binh thuyền ở Thanh Hóa, Nghệ An ra cùng với Hiệp trấn Bắc thành là Nguyễn Hữu T..."
Minh Mạng,Gia Định Thành,LIÊN_KẾT_TỚI,"Hai vùng Bắc Thành và Gia Định Thành nằm cách xa, hay có nổi loạn."
Minh Mạng,Thái Lan,LIÊN_KẾT_TỚI,"Minh Mạng giao cho các thủ lĩnh thiểu số ở địa phương cai quản hai động Phong Thổ và Bình Lưu.   === Với Xiêm La ===  Thời Minh Mạng, giữa Xiêm La (Thái Lan, do nhà Chakri trị vì) với Đại Nam thường x..."
Minh Mạng,Nam kỳ,LIÊN_KẾT_TỚI,Minh Mạng còn cử quan đôn đốc khai hoang ở ven biển Bắc kỳ và Nam kỳ.
Minh Mạng,Nguyễn Công Trứ,ĐỐI_THỦ_CỦA,"Thấy vậy, Minh Mạng bèn sai quan Tham biện Thanh Hóa là Nguyễn Công Trứ, quan Tham biện Nghệ An là Nguyễn Đức Nhuận đem binh thuyền ở Thanh Hóa, Nghệ An ra cùng với Hiệp trấn Bắc thành là Nguyễn Hữu T..."
Minh Mạng,Nguyễn Công Trứ,CHỈ_HUY_CỦA,"Hay tin, Minh Mạng cử Tổng đốc Nghệ Tĩnh là Tạ Quang Cự làm Tổng đốc đại thần, cùng với Lê Văn Đức, Nguyễn Đình Phổ và Nguyễn Công Trứ thống lĩnh hàng chục ngàn quân, hàng trăm voi chiến và ngựa chiến..."
Minh Mạng,Phạm Văn Sơn,LIÊN_KẾT_TỚI,"Theo sử gia Phạm Văn Sơn, các cuộc nổi dậy ở suốt Trung, Nam, Bắc dưới triều Minh Mạng (kể từ 1822) có nhiều nguyên nhân:  A) Về phía ngoại bang, nước Xiêm La vẫn giữ thái độ về vấn đề Chân Lạp nên ng..."
Minh Mạng,Hoàng Văn Lịch,LIÊN_KẾT_TỚI,"Đặc biệt là vào năm 1839, dựa trên các kiểu mẫu phương Tây, các Đốc công Hoàng Văn Lịch, Vũ Huy Trịnh cùng các thợ của ông đã đóng thành công chiếc tàu máy hơi nước đầu tiên, được vua Minh Mạng hết sứ..."
Minh Mạng,Gia Định thành thông chí,LIÊN_KẾT_TỚI,"Các bộ sách quý như: Gia Định thành thông chí, Lịch Triều Hiến Chương loại chí,... đều ra đời dưới thời Minh Mạng."
Minh Mạng,Trần Văn Năng,ĐƯỢC_PHỤC_VỤ_BỞI,"Triều đình cử các tướng Tống Phúc Lương, Nguyễn Xuân, Phan Văn Thúy, Trương Minh Giảng và Trần Văn Năng đem thủy bộ binh tượng vào đánh quân nổi dậy."
Minh Mạng,Đặng Đức Siêu,LIÊN_KẾT_TỚI,"Vua Gia Long sau đó cắt cử Đặng Đức Siêu dạy học, đồng thời sai người ngày ngày vào phủ giám sát việc học của hoàng tử."
Minh Mạng,Lê Đại Cương,ĐƯỢC_BỔ_NHIỆM_BỞI,"Lê Đại Cương (sau được thay bằng Dương Văn Phong) được cử làm Tham tán Đại thần, đặt một Tướng quân, 4 chánh phó Lãnh binh, cắt đặt các chức Hiệp tán, Đề đốc, Lang trung, Viên ngoại lang, Giáo thụ, Hu..."
Minh Mạng,Nam Vang,LÀ_CHA_CỦA,"Đối với các nước láng giềng, Minh Mạng sử dụng vũ lực nhiều lần: giành lại Trấn Ninh (từng bị vua cha là Gia Long cắt cho Ai Lao), lập các phủ Lạc Biên, Trấn Định, Trấn Man nhằm khống chế Ai Lao; đánh..."
Minh Mạng,Phạm Văn Điển,ĐỒNG_MINH_VỚI,"Thống chế Phạm Văn Điển cùng Tham tán Quân vụ Lê Đăng Doanh cùng với các đạo quân Nguyễn ở Lào phải đi ngăn quân Xiêm, đằng khác gửi thư trách cứ họ."
Minh Mạng,Trương Đăng Quế,LIÊN_KẾT_TỚI,"Lúc lâm chung, ông gọi quan đại thần Trương Đăng Quế đến bên giường dụ rằng:  Sau đó, ông cầm tay con trưởng là Trường Khánh Công Nguyễn Phúc Miên Tông trối trăng:  Nói rồi, vua Minh Mạng qua đời ngày..."
Minh Mạng,Lê Thánh Tông,LIÊN_KẾT_TỚI,"Theo Giáo sư Phan Huy Lê: Trong lịch sử chế độ quân chủ Việt Nam, cải cách của vua Lê Thánh Tông năm 1471 và cải cách của vua Minh Mạng năm 1831 – 1832 là hai cải cách hành chính có quy mô toàn quốc v..."
Minh Mạng,Thành Bát Quái,LIÊN_KẾT_TỚI,"Mặc dù biện pháp cưỡng chế bỏ đạo của Minh Mạng là đáng phê phán, song gọi Minh Mạng là ""tên bạo chúa, là kẻ khát máu, là Nero của Việt Nam là một sự xuyên tạc sự thật lịch sử cần phải được đính chính..."
Minh Mạng,Lê Chất,ĐỐI_THỦ_CỦA,Bài dụ về tội trạng của Lê Chất như sau:  Nhà sử học Trần Trọng Kim bình luận về việc làm án các công thần đã chết này trong sách Việt Nam sử lược như sau:   === Trấn áp nổi dậy === Thời nhà Nguyễn nó...
Minh Mạng,Bảo Lạc,PHỐI_NGẪU_VỚI,"Tri châu Bảo Lạc (Tuyên Quang) Nông Văn Vân là anh vợ Khôi, bị quan quân bắt bớ, bèn nổi lên xưng ""Tiết chế Thượng tướng quân""."
Minh Mạng,Hoàng Quýnh,PHỐI_NGẪU_VỚI,"Sách Minh Mạng chính yếu chép: Năm Minh Mạng thứ 6 (1826), mùa Xuân, tháng giêng, trong Kinh Kỳ ít mưa, nhà vua lấy làm lo, chỉ dụ cho quan Thượng Bảo Khanh là ông Hoàng Quýnh rằng:  Minh Mạng thường ..."
Minh Mạng,Nguyễn Tiến Lâm,ĐỒNG_MINH_VỚI,"Năm 1840, mấy vạn quân Xiêm kéo vào đóng ở U Đông (Oudong), vua Minh Mạng sai tướng Phạm Văn Điển và Nguyễn Tiến Lâm mang quân lên đối phó nhưng không phá được.   ==== Triệt thoái khỏi Trấn Tây ==== V..."
Minh Mạng,Nam Kỳ,LIÊN_KẾT_TỚI,"Nam Kỳ (từ này đặt ra từ năm 1834) có 6 tỉnh: Phiên An (năm 1836 đổi tên thành Gia Định), Biên Hòa, Định Tường, Vĩnh Long, An Giang, Hà Tiên."
Minh Mạng,Cao Xuân Dục,LIÊN_KẾT_TỚI,"Chú thích: Các năm trong bảng là các năm trị vì của vị vua đó   == Nhận định ==   === Đối nội === Trong bộ Quốc Triều chính biên toát yếu (Cao Xuân Dục chủ biên), sử thần nhà Nguyễn đã ca ngợi vua Min..."
Minh Mạng,Thái Công Triều,LIÊN_KẾT_TỚI,Một viên tướng của Lê Văn Khôi là Thái Công Triều đầu hàng triều đình.
Minh Mạng,Phan Bá Vành,ĐỐI_THỦ_CỦA,"Liên tiếp xảy ra các cuộc nổi dậy của nông dân chống lại triều đình (Phan Bá Vành, Lê Duy Lương, Nông Văn Vân,... ở miền Bắc và Lê Văn Khôi ở miền Nam)."
Minh Mạng,Phan Bá Vành,ĐỒNG_MINH_VỚI,"Nhưng đến tháng 12 năm ấy, Phan Bá Vành và Nguyễn Hạnh liên kết với giặc Khách đi cướp ở ngoài biển, rồi lại đem quân về đánh phá ở huyện Tiên Minh và huyện Nghi Dương ở Hải Dương."
Minh Mạng,Hồ Thị Hoa,PHỐI_NGẪU_VỚI,"Tá Thiên Nhân Hoàng hậu (tước vị được phong sau khi mất), húy là Hồ Thị Hoa, còn có tên là Thật, sinh 1791."
Minh Mạng,Đinh Hợi,LIÊN_KẾT_TỚI,"Tháng giêng năm Đinh Hợi (1827), Phan Bá Vành quay về đánh chiếm phủ Thiên Trường và phủ Kiến Xương, sau lại về vây quan quân ở chợ Quán."
